Tweet id: {1280964728685080576} Score: {0.27996098946953024}
Tweet id: {1280990533389815815} Score: {0.27996098946953024}
Tweet id: {1280991520024170496} Score: {0.27996098946953024}
Tweet id: {1281007630463365121} Score: {0.27996098946953024}
Tweet id: {1280984863705837570} Score: {0.27996098946953024}
Tweet id: {1280921290354941952} Score: {0.27996098946953024}
Tweet id: {1280932361014738947} Score: {0.27996098946953024}
Tweet id: {1280937494830149632} Score: {0.27996098946953024}
Tweet id: {1280998393482031105} Score: {0.278354302024365}
Tweet id: {1280938870532685824} Score: {0.23249527748763857}
Tweet id: {1280931239545966593} Score: {0.23249527748763857}
Tweet id: {1280930767330254849} Score: {0.23249527748763857}
Tweet id: {1280992827061780481} Score: {0.23249527748763857}
Tweet id: {1280972218651025408} Score: {0.23249527748763857}
Tweet id: {1280941788807729152} Score: {0.23249527748763857}
Tweet id: {1280951138196557825} Score: {0.23249527748763857}
Tweet id: {1280961125454995456} Score: {0.23249527748763857}
Tweet id: {1280975902420189187} Score: {0.23249527748763854}
Tweet id: {1280975321110507520} Score: {0.23249527748763854}
Tweet id: {1280922252305993730} Score: {0.23249527748763854}
Tweet id: {1280925463716622337} Score: {0.23240682520112022}
Tweet id: {1280938090438295553} Score: {0.23240682520112022}
Tweet id: {1280927005295304706} Score: {0.23240682520112022}
Tweet id: {1280919268171943940} Score: {0.23240682520112022}
Tweet id: {1281000915621695488} Score: {0.23240682520112022}
Tweet id: {1280917746864316416} Score: {0.23240682520112022}
Tweet id: {1280923822267432960} Score: {0.23240682520112022}
Tweet id: {1280942296846876672} Score: {0.23240682520112022}
Tweet id: {1280933090567892992} Score: {0.23240682520112022}
Tweet id: {1280926316221480962} Score: {0.23240682520112022}
Tweet id: {1281006612040343552} Score: {0.23240682520112022}
Tweet id: {1280921901234192384} Score: {0.23240682520112022}
Tweet id: {1280932819741618176} Score: {0.23240682520112022}
Tweet id: {1280930758161510401} Score: {0.23240682520112022}
Tweet id: {1281009210281558019} Score: {0.23240682520112022}
Tweet id: {1280931124676526080} Score: {0.23240682520112022}
Tweet id: {1281005797221122049} Score: {0.23240682520112022}
Tweet id: {1280951379058667526} Score: {0.23240682520112022}
Tweet id: {1280956305377841154} Score: {0.23240682520112022}
Tweet id: {1280996558067003393} Score: {0.23240682520112022}
Tweet id: {1280929227337084928} Score: {0.23240682520112022}
Tweet id: {1280947303931686913} Score: {0.23240682520112022}
Tweet id: {1280945549663821825} Score: {0.23240682520112022}
